OFFENCE_CODE,OFFENCE_DESCRIPTION,anzsoc,anzsoc_group_code_name,IS_DRIVING_UNDER_INFLUENCE_FLG,violent,alcohol,drug
7831,Breach Industrial Relations Act,1699,"1699: Other miscellaneous offences, nec",N,,,
7161,New Zealand Railways Corporation Act 1981,1699,"1699: Other miscellaneous offences, nec",N,,,
9198,Not Providing Earning Information,1631,1631: Commercial/industry/financial regulation,N,,,
7853,Breach Criminal Justice Regs,1699,"1699: Other miscellaneous offences, nec",N,,,
8942,Refuses Accomp Officer Blood Sample,1562,1562: Resist or hinder police officer or justice official,N,,,
6351,Fail To Comply With Directions,1699,"1699: Other miscellaneous offences, nec",N,,,
6376,Other Offence Impounding Act,1690,1690: Other miscellaneous offences not further defined,N,,,
3629,Other Prep Comm Crime Public/P Offence,1312,1312: Criminal intent,N,,,
3764,Refuse/Fail Appear On Summons,1562,1562: Resist or hinder police officer or justice official,N,,,
9319,Other Offences Harbours Act,1699,"1699: Other miscellaneous offences, nec",N,,,
6439,Other Offences Re Transfer Of Firearm,1123,1123: Deal or traffic regulated weapons/explosives offences,N,,,
4200,Car Conversion Etc,800,0800: Theft and related offences not further defined,N,,,
4300,Theft,800,0800: Theft and related offences not further defined,N,,,
7757,Breach Police Act,1699,"1699: Other miscellaneous offences, nec",N,,,
D605,Attempted To Pass With Less Than 100 Metres Visibility,1439,"1439: Regulatory driving offences, nec",N,,,
8520,"Failing to ensure tenancy agreement in writing, signed, and provided to tenant",1699,"1699: Other miscellaneous offences, nec",N,,,
8521,"Failing to comply with section 13A(1A), (1CA), (1CB), or (2)",1699,"1699: Other miscellaneous offences, nec",N,,,
9455,Breach Agricultural Pests Destruction Act,1621,1621: Sanitation offences,N,,,
3749,Other Miscellaneous Family Offences,1569,"1569: Offences against justice procedures, nec",N,,,
3583,Failing to state particulars (Gang Insignia),1562,1562: Resist or hinder police officer or justice official,N,,,
K198,Transport passenger failed to provide information as to identity,1562,1562: Resist or hinder police officer or justice official,N,,,
K199,Transport passenger failed to comply with enforcement officer's direction,1562,1562: Resist or hinder police officer or justice official,N,,,
M255,Driver Failed To Carry Logbook Exemption And Produce On Demand,1562,1562: Resist or hinder police officer or justice official,N,,,
M256,Driver Failed To Carry Work Time Variation And Produce On Demand,1562,1562: Resist or hinder police officer or justice official,N,,,
M260,Essential Service Employer Failed To Retain Or Produce Records,1562,1562: Resist or hinder police officer or justice official,N,,,
M261,Comm. Off. Failed To Carry Or Produce Terms & Conditions Of Variation,1562,1562: Resist or hinder police officer or justice official,N,,,
M262,Driver Failed To Carry Or Produce Terms & Conditions Of Variation,1562,1562: Resist or hinder police officer or justice official,N,,,
M265,Driver Failed To Offer Proof That Complying With Logbook Exemption,1562,1562: Resist or hinder police officer or justice official,N,,,
M267,Urban Bus Driver Failed To Carry And Show Copy Of Routes And Times,1562,1562: Resist or hinder police officer or justice official,N,,,
M268,Failed To Carry & Produce Cert Regarding Inability To Complete Logbook,1562,1562: Resist or hinder police officer or justice official,N,,,
R105,Obstructured/hindered constable - smoking in vehicle with child,1562,1562: Resist or hinder police officer or justice official,N,,,
R109,Person failed to provide information when required - child in vehicle,1562,1562: Resist or hinder police officer or justice official,N,,,
R540,Failed To Comply With Litter Control Officer,1691,1691: Environmental regulation offences,N,,,
D802,Failed To Give Way When Turning-Other Vehicle Not Turning,1439,"1439: Regulatory driving offences, nec",N,,,
7419,Other Race Relation Offences,1333,"1333: Vilify or incite hatred on racial, cultural, religious or ethnic grounds",N,,,
N305,Exceeded 3 Metres Forward Drivers Seat,1422,1422: Roadworthiness offences,N,,,
7632,Fail Comply Hydatids Notice,1622,1622: Disease prevention offences,N,,,
8522,Failing to give notice as successor,1699,"1699: Other miscellaneous offences, nec",N,,,
8523,Failing to notify change of name or address,1699,"1699: Other miscellaneous offences, nec",N,,,
8524,Failing to appoint agent when outside New Zealand for longer than 21 consecutive days,1699,"1699: Other miscellaneous offences, nec",N,,,
8525,Requiring key money,1699,"1699: Other miscellaneous offences, nec",N,,,
8526,Requiring letting fee,1699,"1699: Other miscellaneous offences, nec",N,,,
8527,Requiring bond greater than amount permitted,1699,"1699: Other miscellaneous offences, nec",N,,,
8528,Requiring unauthorised form of security,1699,"1699: Other miscellaneous offences, nec",N,,,
8529,Breaching duties on receipt of bond,1699,"1699: Other miscellaneous offences, nec",N,,,
8530,Failing to state amount of rent in advertisement or offer,1699,"1699: Other miscellaneous offences, nec",N,,,
8531,Requiring rent more than 2 weeks in advance or before rent already paid expires,1699,"1699: Other miscellaneous offences, nec",N,,,
8532,Failing to give receipt for rent,1699,"1699: Other miscellaneous offences, nec",N,,,
8533,Failing to keep records,1699,"1699: Other miscellaneous offences, nec",N,,,
8534,"Failing to itemise expenses incurred on assignment, subletting, parting with possession, or termination by consent",1699,"1699: Other miscellaneous offences, nec",N,,,
8535,Failing to provide healthy homes information,1699,"1699: Other miscellaneous offences, nec",N,,,
8536,Failing to inform prospective tenants that premises on the market,1699,"1699: Other miscellaneous offences, nec",N,,,
8537,Failing to notify tenant of results of test for contaminants,1699,"1699: Other miscellaneous offences, nec",N,,,
8538,Failing to provide healthy homes information,1699,"1699: Other miscellaneous offences, nec",N,,,
8539,Failing to inform prospective tenants that boarding house premises on the market,1699,"1699: Other miscellaneous offences, nec",N,,,
8540,Failing to notify tenant of results of test for contaminants (relating to boarding house facilities),1699,"1699: Other miscellaneous offences, nec",N,,,
8541,Failing to notify tenant of results of test for contaminants (relating to boarding room),1699,"1699: Other miscellaneous offences, nec",N,,,
8542,Failing to produce documents to chief executive,1699,"1699: Other miscellaneous offences, nec",N,,,
M333,Conducted Traffic Survey Without Authority,1699,"1699: Other miscellaneous offences, nec",N,,,
M332,Alters Distance Recorder Or Vehicle Re Distance Travelled,1699,"1699: Other miscellaneous offences, nec",N,,,
7854,Breach Penal Institutions Act,1699,"1699: Other miscellaneous offences, nec",N,,,
7855,Breach Juries Act,1699,"1699: Other miscellaneous offences, nec",N,,,
6719,Other Justice (Special),1699,"1699: Other miscellaneous offences, nec",N,,,
R646,Child used Skateboard/Roller blades in  prohibited area - Nelson,1699,"1699: Other miscellaneous offences, nec",N,,,
R647,Used Skateboard/Roller blades in prohibited area - Nelson,1699,"1699: Other miscellaneous offences, nec",N,,,
R648,Child Used Skateboard/Roller blades recklessly - Nelson,1699,"1699: Other miscellaneous offences, nec",N,,,
R649,Adult used Skateboard/Roller blades recklessly - Nelson,1699,"1699: Other miscellaneous offences, nec",N,,,
9271,Fails To Notify Territorial Authority,1699,"1699: Other miscellaneous offences, nec",N,,,
L436,Failing To Display Licence Label In The Prescribed Manner,1421,1421: Registration offences,N,,,
B152,Failing To Comply With Directions Of A Constable,1562,1562: Resist or hinder police officer or justice official,N,,,
D702,Failed To Drive Within A Lane,1439,"1439: Regulatory driving offences, nec",N,,,
6412,Discharge Firearm Likely Injure/Endangering,1122,1122: Misuse of regulated weapons/explosives,N,,,
7832,Breach Racing Act,1699,"1699: Other miscellaneous offences, nec",N,,,
3416,Cause/Permit Premises To Be Used,1321,1321: Betting and gambling offences,N,,,
6827,Unlawfully Possess Ammunition,1121,1121: Unlawfully obtain or possess regulated weapons/explosives,N,,,
V104,Defective Service Brake Four Wheels,1422,1422: Roadworthiness offences,N,,,
5858,Possess non approved psychoactive product,1041,1041: Possess illicit drugs,N,,,1
9415,Breach Hydatids Regs,1622,1622: Disease prevention offences,N,,,
3517,Obstruct Public Place,1319,"1319: Disorderly conduct, nec",N,,,
7912,Breach Municipal Corporations Act,1699,"1699: Other miscellaneous offences, nec",N,,,
8946,Refuse Accompany Officer Breath Sample,1562,1562: Resist or hinder police officer or justice official,N,,,
6442,Carry Loaded Firearm In Vehicle,1122,1122: Misuse of regulated weapons/explosives,N,,,
3539,Other Behaviour Offences,1319,"1319: Disorderly conduct, nec",N,,,
6732,Breach Forest & Rural Fires Regs,1691,1691: Environmental regulation offences,N,,,
7785,Disorderly Behaviour On Railway,1319,"1319: Disorderly conduct, nec",N,,,
R506,Crossing Railway Line Against Warning,1439,"1439: Regulatory driving offences, nec",N,,,
6758,Other Offence Apple & Pear Marketing Act,1699,"1699: Other miscellaneous offences, nec",N,,,
T601,Permitting Other Than Hirer To Drive Rental Vehicle,1624,1624: Transport regulation offences,N,,,
7787,Other Offence Government Railways Act,1699,"1699: Other miscellaneous offences, nec",N,,,
3100,Drugs (Not Cannabis),1000,1000: Illicit drug offences not further defined,N,,,1
3150,Procure/Possess Drugs (Not Cannabis),1041,1041: Possess illicit drugs,N,,,1
3200,Drugs (Cannabis Only),1000,1000: Illicit drug offences not further defined,N,,,1
5950,Procure/Possess Drugs (New Drugs),1041,1041: Possess illicit drugs,N,,,1
D902,Speed Too Great To Stop In Length Of Lane Visible,1439,"1439: Regulatory driving offences, nec",N,,,
9781,Breach Economic Stabilisation Act,1631,1631: Commercial/industry/financial regulation,N,,,
T908,Failing To Display Trade Details On Vehicle,1624,1624: Transport regulation offences,N,,,
L419,Fails Surrender Registration Plates,1421,1421: Registration offences,N,,,
7523,Armed Services (Awol/Desert/Other Breaches),1559,"1559: Offences against government security, nec",N,,,
6375,Illegally Impounding Stock,1699,"1699: Other miscellaneous offences, nec",N,,,
8181,No Driver'S Licence,1412,1412: Drive without a licence,N,,,
8173,Fail To Report Damage In 48 Hours (No Injury Involved),1439,"1439: Regulatory driving offences, nec",N,,,
7881,Breach Defence Act,1699,"1699: Other miscellaneous offences, nec",N,,,
7884,Breach Military Decs & Dist Badgs Act,1699,"1699: Other miscellaneous offences, nec",N,,,
O412,Rode an animal on a motorway,1699,"1699: Other miscellaneous offences, nec",N,,,
R557,Used Skateboard/Skates Prohib Area Gisbne,1699,"1699: Other miscellaneous offences, nec",N,,,
R568,Unauthorised Activity In A Wgtn Tunnel,1699,"1699: Other miscellaneous offences, nec",N,,,
R635,Fishing From Maungatapu Bridge,1699,"1699: Other miscellaneous offences, nec",N,,,
R638,Used Skateboard/Rollerblades In Prohibited Area - Wellington,1699,"1699: Other miscellaneous offences, nec",N,,,
R639,Child Used Skatebd/Roller Reckless Wgtn,1699,"1699: Other miscellaneous offences, nec",N,,,
3250,Procure/Possess Cannabis,1041,1041: Possess illicit drugs,N,,,1
V216,Motor Cycle Not Equipped With Head Lamp,1422,1422: Roadworthiness offences,N,,,
R640,Adult Used Skatebd/Roller Reckless Wgtn,1699,"1699: Other miscellaneous offences, nec",N,,,
2914,Prostitute Soliciting,1324,1324: Prostitution offences,N,,,
B128,Failing To Stop When Directed To,1439,"1439: Regulatory driving offences, nec",N,,,
R642,Child Rode Skateboard Inconsiderately,1699,"1699: Other miscellaneous offences, nec",N,,,
V411,No Door Fastener,1422,1422: Roadworthiness offences,N,,,
7612,By Laws Relating To Procession/Assembly Etc,1319,"1319: Disorderly conduct, nec",N,,,
R643,Rode Skateboard Inconsiderately Qutown,1699,"1699: Other miscellaneous offences, nec",N,,,
3563,Throwing Missiles,1319,"1319: Disorderly conduct, nec",N,,,
R644,Child Rode Skateboard In Prohibited Area,1699,"1699: Other miscellaneous offences, nec",N,,,
W453,Possessed a Psychoactive Substance that was not an Approved Product,1041,1041: Possess illicit drugs,N,,,1
1754,Carry Offensive Weapon(Other Weapon),1122,1122: Misuse of regulated weapons/explosives,N,,,
B211,Failing To Report Damage To Driver Of Other Vehicle,1439,"1439: Regulatory driving offences, nec",N,,,
1800,Group Assemblies,1319,"1319: Disorderly conduct, nec",N,,,
1820,Unlawful Assembly Etc,1319,"1319: Disorderly conduct, nec",N,,,
1899,Other Group Assemblies,1319,"1319: Disorderly conduct, nec",N,,,
3520,Inciting/Encouraging Offences,1319,"1319: Disorderly conduct, nec",N,,,
3560,Miscellaneous Disorder Offences,1319,"1319: Disorderly conduct, nec",N,,,
3564,Disturbing Public Worship,1319,"1319: Disorderly conduct, nec",N,,,
3566,Offences Re Billiard Saloons,1319,"1319: Disorderly conduct, nec",N,,,
3568,Breach Of The Peace,1319,"1319: Disorderly conduct, nec",N,,,
3570,Disorderly Assembly Offences - Sum Off Ac,1319,"1319: Disorderly conduct, nec",N,,,
R645,Used Skateboard In Prohibited Area,1699,"1699: Other miscellaneous offences, nec",N,,,
3562,Excrete In Public Place Sum Off Act,1319,"1319: Disorderly conduct, nec",N,,,
4772,Theft Property ($100-$1000),829,"0829: Theft (except motor vehicles), nec",N,,,
8185,Breaches Motor Driver Regs,1439,"1439: Regulatory driving offences, nec",N,,,
6523,Removal/Possession Railway Property,800,0800: Theft and related offences not further defined,N,,,
6831,Fail To Produce/Maintain Firearms Licence,1129,"1129: Regulated weapons/explosives offences, nec",N,,,
R651,Used Skateboard/In-Line Skates In Prohibited Area - Upper Hutt,1699,"1699: Other miscellaneous offences, nec",N,,,
D705,Failed To Keep Left Throughout Left Hand Turn,1439,"1439: Regulatory driving offences, nec",N,,,
R658,Used Skateboard/Roller Blades Recklessly,1699,"1699: Other miscellaneous offences, nec",N,,,
3739,Other Offences Re Child & Young Persons Institution,1530,1530: Breach of violence and non-violence orders not further defined,N,,,
9533,Breach Gas Industry Act,1631,1631: Commercial/industry/financial regulation,N,,,
N457,Transporting Insecure Refuse,1422,1422: Roadworthiness offences,N,,,
2925,Strict Liabi8Lity Sell/Hire Indecent Document,1323,1323: Censorship offences,N,,,
D709,Drove In Unavailable Lane-Overhead Traffic Signal,1439,"1439: Regulatory driving offences, nec",N,,,
L406,Failed To Display Registration Plates,1421,1421: Registration offences,N,,,
R659,Used Skates/Board Prohib Area Christchch,1699,"1699: Other miscellaneous offences, nec",N,,,
S103,Passenger Failed To Wear Safety Helmet,1439,"1439: Regulatory driving offences, nec",N,,,
R661,Used Skateboard/Inline Skates In Prohibited Area Dunedin,1699,"1699: Other miscellaneous offences, nec",N,,,
B141,Failing To Stop When Directed To,1439,"1439: Regulatory driving offences, nec",N,,,
T706,Seal On Taxi Meter Broken,1624,1624: Transport regulation offences,N,,,
8429,Miscellaneous Off Re Veh Roadworth,1422,1422: Roadworthiness offences,N,,,
V419,Using Smooth Tyre,1422,1422: Roadworthiness offences,N,,,
D706,Failed To Move To The Left When Turning Left,1439,"1439: Regulatory driving offences, nec",N,,,
2474,Strict Liability Prints/Makes Indecent Document Etc,1323,1323: Censorship offences,N,,,
9887,Display/Exhibit Material In Public Place,1323,1323: Censorship offences,N,,,
M404,Fails Ensure Child Under 8 Years Uses Restraint/Seat Belt,1439,"1439: Regulatory driving offences, nec",N,,,
R662,Used Skates/Board Inconsiderately Chch,1699,"1699: Other miscellaneous offences, nec",N,,,
1812,Fails To Disperse After Riot,1313,1313: Riot and affray,N,,,
3721,Breach Guardianship Order,1532,1532: Breach of non-violence order,N,,,
3774,Communicating With Child Under Care,1549,"1549: Offences against government operations, nec",N,,,
3775,Communicate With Young Person In Care,1549,"1549: Offences against government operations, nec",N,,,
3830,Miscellaneous Breaches Cyp & F Act 1989,1549,"1549: Offences against government operations, nec",N,,,
6324,False Declaration (Dog Registration),1549,"1549: Offences against government operations, nec",N,,,
6380,Justice (Special),1549,"1549: Offences against government operations, nec",N,,,
6500,Postal/Rail/Fire Service Abuses,1549,"1549: Offences against government operations, nec",N,,,
6510,Postal Abuses,1549,"1549: Offences against government operations, nec",N,,,
7649,Other Offences re Dog Control Act 1996,1549,"1549: Offences against government operations, nec",N,,,
7660,Dog Control Act 1996 Contd,1549,"1549: Offences against government operations, nec",N,,,
9138,Breach Physiotherapy Act,1629,"1629: Public health and safety offences, nec",N,,,
9380,Justice (Special),1549,"1549: Offences against government operations, nec",N,,,
9720,Goods And Services Tax Act 1985,1549,"1549: Offences against government operations, nec",N,,,
C403,Operates Vehicle No New Wof After Ordering Off The Road,1422,1422: Roadworthiness offences,N,,,
R666,Used Skateboard Or Inline Skates In Prohibited Area Waitaki District,1699,"1699: Other miscellaneous offences, nec",N,,,
8413,Offences Re Licence Label,1421,1421: Registration offences,N,,,
3519,Other Obstructing/Hindering/Resisting Offences,1319,"1319: Disorderly conduct, nec",N,,,
B223,Failed To Stop When Followed By Red/Blue Flashing Lights - aggravated,1439,"1439: Regulatory driving offences, nec",N,,,
T712,Failing To Carry Schedule Of Fares And Charges In Taxicab,1624,1624: Transport regulation offences,N,,,
6323,Offends Re Registration Of Dog,1549,"1549: Offences against government operations, nec",N,,,
B221,Failed To Stop When Required - Aggravated,1439,"1439: Regulatory driving offences, nec",N,,,
R667,Used Skateboard/Roller Blades Recklessly Waitaki District,1699,"1699: Other miscellaneous offences, nec",N,,,
6329,Other Dog Owner Offences,1549,"1549: Offences against government operations, nec",N,,,
9272,Fails To Comply With Authority Conditions,1699,"1699: Other miscellaneous offences, nec",N,,,
R556,Misused Skateboard Road Waitakere City,1699,"1699: Other miscellaneous offences, nec",N,,,
7329,Other Immigrant And Alien Offences,1543,1543: Immigration offences,N,,,
4771,Theft Property (Over $1000),829,"0829: Theft (except motor vehicles), nec",N,,,
4732,Theft Ex Railways (Under $500),829,"0829: Theft (except motor vehicles), nec",N,,,
V418,Using Worn Or Damaged Tyre,1422,1422: Roadworthiness offences,N,,,
4945,Obts By Flse Pret(No Cheque)Ov $100,911,0911: Obtain benefit by deception,N,,,
6374,Rescuing Impounded Stock,1699,"1699: Other miscellaneous offences, nec",N,,,
D805,Turned Left At Lights-Failed Give Way To Vehicle Turning Right,1439,"1439: Regulatory driving offences, nec",N,,,
6419,Other Offences Re Use Of Firearm,1122,1122: Misuse of regulated weapons/explosives,N,,,
5139,Other Wilful Damage Under Specific Statute,1219,"1219: Property damage, nec",N,,,
7986,Breach Of Education Act,1699,"1699: Other miscellaneous offences, nec",N,,,
P501,Parking In A No Stopping Area Blenheim,1433,1433: Parking offences,N,,,
P502,Stopping On A No Stopping Space Christchurch,1433,1433: Parking offences,N,,,
P504,Stopping In No Stopping Space Christchurch,1433,1433: Parking offences,N,,,
P505,Parking In A No Stopping Area Christchurch,1433,1433: Parking offences,N,,,
P702,Parking In An Occupied Meter Space Whangarei,1433,1433: Parking offences,N,,,
P712,Parked On Waikareao Expressway Tauranga,1433,1433: Parking offences,N,,,
P803,Parking Over A Line Marking A Parking Space Nelson,1433,1433: Parking offences,N,,,
P805,Parked Incorrectly In A Metered Space - Whangarei,1433,1433: Parking offences,N,,,
P806,Incorrect Parking In A Metered Space Whangarei,1433,1433: Parking offences,N,,,
P816,Parked Over A Line Marking A Parking Space Christchurch,1433,1433: Parking offences,N,,,
P902,Parked In Metered Space Not Displaying Ticket,1433,1433: Parking offences,N,,,
P903,Unauthorised Parking In Leased Area,1433,1433: Parking offences,N,,,
P904,Unauthorised Parking In Reserved Parking Area,1433,1433: Parking offences,N,,,
P905,Not Parked Within Marked Parking Space - Palm North,1433,1433: Parking offences,N,,,
P906,Parked In A Marked Parking Space Already Occupied,1433,1433: Parking offences,N,,,
P908,Parked In Area Designated Paraplegic Park,1433,1433: Parking offences,N,,,
P909,Parked In Area So Designated By A Keep Clear Meter Hood,1433,1433: Parking offences,N,,,
P910,Parked In Prohibited Area Coleman Mall,1433,1433: Parking offences,N,,,
P911,Parked In Prohibited Area Designated Motor Cycles Only,1433,1433: Parking offences,N,,,
P912,Parked In Prohibited Area Construction Zone,1433,1433: Parking offences,N,,,
P913,Parked In Prohibited Area Cycle Zone Only,1433,1433: Parking offences,N,,,
P914,Parked In A Reserved Parking Area Christchurch,1433,1433: Parking offences,N,,,
Q205,Expired Meter In Christchurch City,1433,1433: Parking offences,N,,,
Q245,Freedom camper failed/refused to leave area when required - Hamilton,1433,1433: Parking offences,N,,,
Q246,"Interfered with/damaged area, flora or fauna or any structure - Hamilton",1433,1433: Parking offences,N,,,
Q247,Freedom camper deposited waste not in appropriate receptacle - Hamilton,1433,1433: Parking offences,N,,,
Q248,Deposited waste generated while freedom camping on other land - Hamilton,1433,1433: Parking offences,N,,,
Q249,Freedom camper deposited waste not in appropriate waste receptacle - Waikato,1433,1433: Parking offences,N,,,
Q250,Freedom camper failed/refused to leave area when required to do so - Waikato,1433,1433: Parking offences,N,,,
Q251,"Interfered with/damaged area, flora or fauna or any structure - Waikato",1433,1433: Parking offences,N,,,
Q252,Deposited waste generated while freedom camping on other land - Waikato,1433,1433: Parking offences,N,,,
Q277,Freedom camped not in a self-contained vehicle - Whangarei,1433,1433: Parking offences,N,,,
Q278,Freedom camped more than 3 nights in 4 week period - Whangarei,1433,1433: Parking offences,N,,,
Q279,Freedom camper failed to park correctly - Whangarei,1433,1433: Parking offences,N,,,
Q283,Freedom camper failed to comply with enforcement officers directions - Whangarei,1433,1433: Parking offences,N,,,
Q284,Freedom camped in a prohibited area - Whangarei,1433,1433: Parking offences,N,,,
Q285,Freedom camped in Schedule 2 area not in self-contained vehicle - Whangarei,1433,1433: Parking offences,N,,,
Q286,Freedom camped in Schedule 2 area more than 1 night in 4 weeks - Whangarei,1433,1433: Parking offences,N,,,
Q287,Freedom camped in breach of Schedule 2 conditions - Whangarei,1433,1433: Parking offences,N,,,
Q288,Freedom camped in Schedule 3 area more than 1 night in 4 weeks - Whangarei,1433,1433: Parking offences,N,,,
Q289,Freedom camped in breach of Schedule 3 conditions - Whangarei,1433,1433: Parking offences,N,,,
Q290,Freedom camped in Schedule 4 area more than 1 night in 4 weeks - Whangarei,1433,1433: Parking offences,N,,,
Q291,Freedom camped in breach of Schedule 4 conditions - Whangarei,1433,1433: Parking offences,N,,,
R529,Parked On City Property Without Permission Wellington,1433,1433: Parking offences,N,,,
3822,Obstructs Exercise Of Powers Under Act,1541,"1541: Resist or hinder government official (excluding police officer, justice official or government security officer)",N,,,
B105,Failing To Supply Information,1439,"1439: Regulatory driving offences, nec",N,,,
P901,Parked In Metered Space Displaying Expired Ticket,1433,1433: Parking offences,N,,,
P907,Not Parked Within The Marked Parking Space,1433,1433: Parking offences,N,,,
R809,Parked In Parking Place Reserved For Disabled Persons,1433,1433: Parking offences,N,,,
B228,Failed to stop when followed by red/blue flashing lights 2nd offence,1439,"1439: Regulatory driving offences, nec",N,,,
7716,Other Offence Post Office Act,1699,"1699: Other miscellaneous offences, nec",N,,,
R810,Drove A Heavy G.S.V. Past A Prohibited Entry Pointauckland,1433,1433: Parking offences,N,,,
6331,Breach Of Animals Act,1699,"1699: Other miscellaneous offences, nec",N,,,
3732,Incites/Assists/Removes Child young Person From Institution,1530,1530: Breach of violence and non-violence orders not further defined,N,,,
M628,Inserting Foreign Matter Into A Parking Meter,1433,1433: Parking offences,N,,,
P801,Parking Over A Line Marking A Parking Space Christchurc H,1433,1433: Parking offences,N,,,
R805,Contrary To Sign Restricting Parking To Motor Cycles,1433,1433: Parking offences,N,,,
N101,Noisy Vehicle,1439,"1439: Regulatory driving offences, nec",N,,,
P301,Failing To Turn A Parking Meter Handle Gisborne,1433,1433: Parking offences,N,,,
P704,Parking In Cameron Street Mall,1433,1433: Parking offences,N,,,
R890,Parked On Or Across The Boundary Lines Of A Metered Space,1433,1433: Parking offences,N,,,
3569,Other Miscellaneous Disorder Offences,1319,"1319: Disorderly conduct, nec",N,,,
R808,Contrary To Sign Restricting Parking To Police Vehicles Only,1433,1433: Parking offences,N,,,
3599,Other Disorder,1310,1310: Disorderly conduct not further defined,N,,,
P602,Parking On A Bus Stop Hamilton,1433,1433: Parking offences,N,,,
7619,Other By Laws Prosecuted By Police,1699,"1699: Other miscellaneous offences, nec",N,,,
P302,Parking In Other Than A Metered Space Hamilton,1433,1433: Parking offences,N,,,
7517,Breaches Wanganui Comp Centre Act,1559,"1559: Offences against government security, nec",N,,,
B501,Failing To Pay Overloading Infringement Fee,1699,"1699: Other miscellaneous offences, nec",N,,,
S104,Aids Passenger Without Helmet To Ride On Motor Cycle,1439,"1439: Regulatory driving offences, nec",N,,,
6426,Unlawful Acquisition Of Firearm Etc,1121,1121: Unlawfully obtain or possess regulated weapons/explosives,N,,,
6757,Selling Apples Outside A&Pb Control,1699,"1699: Other miscellaneous offences, nec",N,,,
1850,Participation & Association Offences,1312,1312: Criminal intent,N,,,
3610,Associating Convicted Thief Offences,1312,1312: Criminal intent,N,,,
3620,Preparing To Commit Crimes,1312,1312: Criminal intent,N,,,
5136,Possession Of Graffiti Implements,1312,1312: Criminal intent,N,,,
6756,Selling Apples Not To A&P Board,1699,"1699: Other miscellaneous offences, nec",N,,,
4230,Taking/Conversion/Interference Of Bicycles,829,"0829: Theft (except motor vehicles), nec",N,,,
4310,Theft Of Drugs Only,829,"0829: Theft (except motor vehicles), nec",N,,,
4330,Theft (Pillage) (No Drugs),829,"0829: Theft (except motor vehicles), nec",N,,,
4360,Theft Ex Dwelling (No Drugs),829,"0829: Theft (except motor vehicles), nec",N,,,
4370,Theft,829,"0829: Theft (except motor vehicles), nec",N,,,
4380,Theft As Servant/Misappropriation,829,"0829: Theft (except motor vehicles), nec",N,,,
4390,General Theft - Animals,829,"0829: Theft (except motor vehicles), nec",N,,,
4710,Theft Of Drugs Only,829,"0829: Theft (except motor vehicles), nec",N,,,
4730,Theft (Pillage) (No Drugs),829,"0829: Theft (except motor vehicles), nec",N,,,
4733,Theft Ex Seaway/Wharf (Over $500),829,"0829: Theft (except motor vehicles), nec",N,,,
4735,Theft Ex Airways (Over $500),829,"0829: Theft (except motor vehicles), nec",N,,,
4760,Theft Ex Dwelling (No Drugs),829,"0829: Theft (except motor vehicles), nec",N,,,
4770,General Thefts (No Drugs),829,"0829: Theft (except motor vehicles), nec",N,,,
K189,Failed To Pay Passenger Service Fare,829,"0829: Theft (except motor vehicles), nec",N,,,
K197,Passenger failed to provide evidence they had paid the fare,829,"0829: Theft (except motor vehicles), nec",N,,,
9087,Exceed daily limit for Rock Lobsters,1690,1690: Other miscellaneous offences not further defined,N,,,
9088,Prohibition on using or possessing rock lobster pot without escape apertures,1690,1690: Other miscellaneous offences not further defined,N,,,
9089,Pots must be marked with name,1690,1690: Other miscellaneous offences not further defined,N,,,
9090,Take/possessing undersize rock lobsters,1690,1690: Other miscellaneous offences not further defined,N,,,
9504,S133BR Evacuation of building in designated area,1690,1690: Other miscellaneous offences not further defined,N,,,
9519,S133BU(8) Building owner ordered to give information,1690,1690: Other miscellaneous offences not further defined,N,,,
C114,Owner Fails Display W.O.F.,1422,1422: Roadworthiness offences,N,,,
4711,Theft Of Drugs (Over $1000),829,"0829: Theft (except motor vehicles), nec",N,,,
2475,Strict Liability Sell/Hire Indecent Document Etc,1323,1323: Censorship offences,N,,,
7872,Breach Public Holidays Act,1699,"1699: Other miscellaneous offences, nec",N,,,
P601,Parking On A Taxi Stand Hamilton,1433,1433: Parking offences,N,,,
P708,Fails To Display A Valid Meter Card In A Car Park,1433,1433: Parking offences,N,,,
3612,Dm I+D Consort/Company Rep Thieves,1312,1312: Criminal intent,N,,,
7871,Breach Passports Act,1699,"1699: Other miscellaneous offences, nec",N,,,
8411,Offences Re Wof/Certif Of Fitness,1421,1421: Registration offences,N,,,
B101,Failing To Supply Name & Address,1439,"1439: Regulatory driving offences, nec",N,,,
7812,Breach Local Elections & Polls Act,1699,"1699: Other miscellaneous offences, nec",N,,,
P701,Parking In An Occupied Parking Space Christchurch,1433,1433: Parking offences,N,,,
4739,Other Theft (Pillage) (No Drugs),829,"0829: Theft (except motor vehicles), nec",N,,,
4737,Theft Ex Road Transit (Over $500),829,"0829: Theft (except motor vehicles), nec",N,,,
8422,Faulty Equipment On Vehicle,1422,1422: Roadworthiness offences,N,,,
2473,Knowingly Deliver/Leave/Offer Indecent Document Etc,1323,1323: Censorship offences,N,,,
6882,Shooting Club Not Holding Certificate of Approval,1129,"1129: Regulated weapons/explosives offences, nec",N,,,
6883,Operating Shooting Range that is Not Certified,1129,"1129: Regulated weapons/explosives offences, nec",N,,,
7540,Against National and/or International Interest,9999,9999: Inadequate data provided,N,,,
9281,Breach Shearers Act,1699,"1699: Other miscellaneous offences, nec",N,,,
