dim2_type,dim2_code,dimension2_type,dimension2_code
sa3,60560,SA3,60560
sa3,60570,SA3,60570
sa3,60600,SA3,60600
sa3,60610,SA3,60610
sa3,60620,SA3,60620
sa3,60650,SA3,60650
sa3,60660,SA3,60660
sa3,60670,SA3,60670
sa3,60700,SA3,60700
sa3,60710,SA3,60710
sa3,60720,SA3,60720
sa3,60750,SA3,60750
sa3,60760,SA3,60760
sa3,60770,SA3,60770
sa3,60800,SA3,60800
sa3,60810,SA3,60810
sa3,60820,SA3,60820
sa3,60860,SA3,60860
sa3,60870,SA3,60870
sa3,60910,SA3,60910
sa3,60920,SA3,60920
sa3,60960,SA3,60960
sa3,60970,SA3,60970
sa3,61010,SA3,61010
sa3,61020,SA3,61020
sa3,61060,SA3,61060
sa3,61070,SA3,61070
sa3,61110,SA3,61110
sa3,61120,SA3,61120
sa3,61130,SA3,61130
sa3,61160,SA3,61160
sa3,61170,SA3,61170
sa3,61180,SA3,61180
sa3,61210,SA3,61210
sa3,61220,SA3,61220
sa3,61230,SA3,61230
sa3,61260,SA3,61260
sa3,61270,SA3,61270
sa3,61280,SA3,61280
sa3,61310,SA3,61310
sa3,61320,SA3,61320
sa3,61330,SA3,61330
sa3,61360,SA3,61360
sa3,61380,SA3,61380
sa3,61410,SA3,61410
sa3,61420,SA3,61420
sa3,61430,SA3,61430
sa3,61470,SA3,61470
sa3,61480,SA3,61480
sa3,61520,SA3,61520
sa3,61530,SA3,61530
sa3,61570,SA3,61570
sa3,61580,SA3,61580
sa3,61620,SA3,61620
sa3,61630,SA3,61630
sa3,61670,SA3,61670
sa3,61680,SA3,61680
sa3,61730,SA3,61730
sa3,61780,SA3,61780
sa3,61790,SA3,61790
sa3,61820,SA3,61820
sa3,61830,SA3,61830
sa3,61840,SA3,61840
sa3,61870,SA3,61870
sa3,61880,SA3,61880
sa3,61890,SA3,61890
sa3,61920,SA3,61920
sa3,61940,SA3,61940
sa3,61970,SA3,61970
sa3,61980,SA3,61980
sa3,61990,SA3,61990
sa3,62020,SA3,62020
sa3,62030,SA3,62030
sa3,62040,SA3,62040
sa3,62080,SA3,62080
sa3,62090,SA3,62090
sa3,62130,SA3,62130
sa3,62140,SA3,62140
sa3,62180,SA3,62180
sa3,62190,SA3,62190
sa3,62230,SA3,62230
sa3,62240,SA3,62240
sa3,62280,SA3,62280
sa3,62290,SA3,62290
sa3,62330,SA3,62330
sa3,62340,SA3,62340
sa3,62350,SA3,62350
sa3,62380,SA3,62380
sa3,62390,SA3,62390
sa3,62400,SA3,62400
sa3,62430,SA3,62430
sa3,62440,SA3,62440
sa3,62450,SA3,62450
sa3,62490,SA3,62490
sa3,62500,SA3,62500
sa3,62530,SA3,62530
sa3,62540,SA3,62540
sa3,62550,SA3,62550
sa3,62580,SA3,62580
sa3,62590,SA3,62590
sa3,62600,SA3,62600
sa3,62630,SA3,62630
sa3,62640,SA3,62640
sa3,62650,SA3,62650
sa3,62690,SA3,62690
sa3,62700,SA3,62700
sa3,62740,SA3,62740
sa3,62750,SA3,62750
sa3,62790,SA3,62790
sa3,62800,SA3,62800
sa3,62840,SA3,62840
sa3_current,50030,SA3,50030
sa3_current,50040,SA3,50040
sa3_current,50080,SA3,50080
sa3_current,50090,SA3,50090
sa3_current,50130,SA3,50130
sa3_current,50140,SA3,50140
sa3_current,50180,SA3,50180
sa3_current,50190,SA3,50190
sa3_current,50200,SA3,50200
sa3_current,50230,SA3,50230
sa3_current,50240,SA3,50240
sa3_current,50250,SA3,50250
sa3_current,50280,SA3,50280
sa3_current,50290,SA3,50290
sa3_current,50300,SA3,50300
sa3_current,50330,SA3,50330
sa3_current,50340,SA3,50340
sa3_current,50350,SA3,50350
sa3_current,50380,SA3,50380
sa3_current,50390,SA3,50390
sa3_current,50400,SA3,50400
sa3_current,50430,SA3,50430
sa3_current,50440,SA3,50440
sa3_current,50490,SA3,50490
sa3_current,50500,SA3,50500
sa3_current,50540,SA3,50540
sa3_current,50550,SA3,50550
sa3_current,50590,SA3,50590
sa3_current,50600,SA3,50600
sa3_current,50640,SA3,50640
sa3_current,50650,SA3,50650
sa3_current,50690,SA3,50690
sa3_current,50700,SA3,50700
sa3_current,50740,SA3,50740
sa3_current,50750,SA3,50750
sa3_current,50790,SA3,50790
sa3,55970,SA3,55970
sa3,56000,SA3,56000
sa3,56010,SA3,56010
sa3,56020,SA3,56020
sa3,56050,SA3,56050
sa3,56060,SA3,56060
sa3,56070,SA3,56070
sa3,56100,SA3,56100
sa3,56110,SA3,56110
sa3,56120,SA3,56120
sa3,56150,SA3,56150
sa3,56160,SA3,56160
sa3,56170,SA3,56170
sa3,56200,SA3,56200
sa3,56210,SA3,56210
sa3,56250,SA3,56250
sa3,56260,SA3,56260
sa3,56270,SA3,56270
sa3,56320,SA3,56320
sa3,60020,SA3,60020
sa3,60030,SA3,60030
sa3,60070,SA3,60070
sa3,60080,SA3,60080
sa3,60120,SA3,60120
sa3,60130,SA3,60130
sa3,60170,SA3,60170
sa3,60180,SA3,60180
sa3,60220,SA3,60220
sa3,60230,SA3,60230
sa3,60240,SA3,60240
sa3,60270,SA3,60270
sa3,60280,SA3,60280
sa3,60290,SA3,60290
sa3,60320,SA3,60320
sa3,60330,SA3,60330
sa3,60340,SA3,60340
sa3,60370,SA3,60370
sa3,60380,SA3,60380
sa3,60390,SA3,60390
sa3,60420,SA3,60420
sa3,60430,SA3,60430
sa3,60440,SA3,60440
sa3,60470,SA3,60470
sa3,60480,SA3,60480
sa3,60530,SA3,60530
sa3,60540,SA3,60540
sa3,60580,SA3,60580
sa3,60590,SA3,60590
sa3,60630,SA3,60630
sa3,60640,SA3,60640
sa3,60680,SA3,60680
sa3,60690,SA3,60690
sa3,60730,SA3,60730
sa3,60740,SA3,60740
sa3,60780,SA3,60780
sa3,60790,SA3,60790
sa3,60830,SA3,60830
sa3,60840,SA3,60840
sa3,60850,SA3,60850
sa3,60880,SA3,60880
sa3,60890,SA3,60890
sa3,60900,SA3,60900
sa3,60930,SA3,60930
sa3,60940,SA3,60940
sa3,60950,SA3,60950
sa3,60980,SA3,60980
sa3,60990,SA3,60990
sa3,61000,SA3,61000
sa3,61030,SA3,61030
sa3,61040,SA3,61040
sa3,61050,SA3,61050
sa3,61080,SA3,61080
sa3,61090,SA3,61090
sa3,61100,SA3,61100
sa3,61140,SA3,61140
sa3,61150,SA3,61150
sa3,61190,SA3,61190
sa3,61200,SA3,61200
sa3,61240,SA3,61240
sa3,61250,SA3,61250
sa3,61290,SA3,61290
sa3,61300,SA3,61300
sa3,61340,SA3,61340
sa3,61350,SA3,61350
sa3,61390,SA3,61390
sa3,61400,SA3,61400
sa3,61440,SA3,61440
sa3,61450,SA3,61450
sa3,61460,SA3,61460
sa3,61500,SA3,61500
sa3,61510,SA3,61510
sa3,61540,SA3,61540
sa3,61550,SA3,61550
sa3,61560,SA3,61560
sa3,61590,SA3,61590
sa3,61600,SA3,61600
sa3,61610,SA3,61610
sa3,61640,SA3,61640
sa3,61650,SA3,61650
sa3,61660,SA3,61660
sa3,61690,SA3,61690
sa3,61700,SA3,61700
sa3,61710,SA3,61710
sa3,61750,SA3,61750
sa3,61760,SA3,61760
sa3,61810,SA3,61810
sa3,61850,SA3,61850
sa3,61860,SA3,61860
sa3,61900,SA3,61900
sa3,61910,SA3,61910
sa3,61950,SA3,61950
sa3,61960,SA3,61960
sa3,62000,SA3,62000
sa3,62010,SA3,62010
sa3,62050,SA3,62050
sa3,62060,SA3,62060
sa3,62070,SA3,62070
sa3,62100,SA3,62100
sa3,62110,SA3,62110
sa3,62120,SA3,62120
sa3,62150,SA3,62150
sa3,62160,SA3,62160
sa3,62170,SA3,62170
sa3,62200,SA3,62200
sa3,62210,SA3,62210
sa3,62220,SA3,62220
sa3,62250,SA3,62250
sa3,62260,SA3,62260
sa3,62270,SA3,62270
sa3,62300,SA3,62300
sa3,62310,SA3,62310
sa3,62320,SA3,62320
sa3,62360,SA3,62360
sa3,62370,SA3,62370
sa3,62410,SA3,62410
sa3,62420,SA3,62420
sa3,62460,SA3,62460
sa3,62470,SA3,62470
sa3,62510,SA3,62510
sa3,62520,SA3,62520
sa3,62560,SA3,62560
sa3,62570,SA3,62570
sa3,62610,SA3,62610
sa3,62620,SA3,62620
sa3,62660,SA3,62660
sa3,62670,SA3,62670
sa3,62680,SA3,62680
sa3,62710,SA3,62710
sa3,62720,SA3,62720
sa3,62730,SA3,62730
sa3,62760,SA3,62760
sa3,62770,SA3,62770
sa3,62780,SA3,62780
sa3,62820,SA3,62820
sa3_current,50010,SA3,50010
sa3_current,50020,SA3,50020
sa3_current,50050,SA3,50050
sa3_current,50060,SA3,50060
sa3_current,50070,SA3,50070
sa3_current,50100,SA3,50100
sa3_current,50110,SA3,50110
sa3_current,50120,SA3,50120
sa3_current,50150,SA3,50150
sa3_current,50160,SA3,50160
sa3_current,50170,SA3,50170
sa3_current,50210,SA3,50210
sa3_current,50220,SA3,50220
sa3_current,50260,SA3,50260
sa3_current,50270,SA3,50270
sa3_current,50310,SA3,50310
sa3_current,50320,SA3,50320
sa3_current,50370,SA3,50370
sa3_current,50410,SA3,50410
sa3_current,50420,SA3,50420
sa3_current,50460,SA3,50460
sa3_current,50470,SA3,50470
sa3_current,50480,SA3,50480
sa3_current,50510,SA3,50510
sa3_current,50520,SA3,50520
sa3_current,50530,SA3,50530
sa3_current,50560,SA3,50560
sa3_current,50570,SA3,50570
sa3_current,50580,SA3,50580
sa3_current,50610,SA3,50610
sa3_current,50620,SA3,50620
sa3_current,50630,SA3,50630
sa3_current,50660,SA3,50660
sa3_current,50670,SA3,50670
sa3_current,50680,SA3,50680
sa3_current,50710,SA3,50710
sa3_current,50720,SA3,50720
sa3_current,50730,SA3,50730
sa3_current,50760,SA3,50760
sa3_current,50770,SA3,50770
sa3_current,50780,SA3,50780
sa3_current,50800,SA3,50800
sa3_current,50810,SA3,50810
sa3_current,50840,SA3,50840
sa3_current,50850,SA3,50850
sa3_current,50860,SA3,50860
sa3_current,50890,SA3,50890
sa3_current,50900,SA3,50900
sa3_current,50910,SA3,50910
sa3_current,50940,SA3,50940
sa3_current,50950,SA3,50950
sa3_current,50960,SA3,50960
sa3_current,50990,SA3,50990
sa3_current,51000,SA3,51000
sa3_current,51010,SA3,51010
sa3_current,51040,SA3,51040
sa3_current,51050,SA3,51050
sa3_current,51060,SA3,51060
sa3_current,51100,SA3,51100
sa3_current,51110,SA3,51110
sa3_current,51150,SA3,51150
sa3_current,51160,SA3,51160
sa3_current,51200,SA3,51200
sa3_current,51210,SA3,51210
sa3_current,51250,SA3,51250
sa3_current,51260,SA3,51260
sa3_current,51300,SA3,51300
sa3_current,51310,SA3,51310
sa3_current,51350,SA3,51350
sa3_current,51360,SA3,51360
sa3_current,51400,SA3,51400
sa3_current,51410,SA3,51410
sa3_current,51420,SA3,51420
sa3_current,51450,SA3,51450
sa3_current,51460,SA3,51460
sa3_current,51470,SA3,51470
sa3_current,51500,SA3,51500
sa3_current,51510,SA3,51510
sa3_current,51520,SA3,51520
sa3_current,51550,SA3,51550
sa3_current,51560,SA3,51560
sa3_current,51570,SA3,51570
sa3_current,51600,SA3,51600
sa3_current,51610,SA3,51610
sa3_current,51620,SA3,51620
sa3_current,51650,SA3,51650
sa3_current,51660,SA3,51660
sa3_current,51670,SA3,51670
sa3_current,51710,SA3,51710
sa3_current,51720,SA3,51720
sa3_current,51760,SA3,51760
sa3_current,51770,SA3,51770
sa3_current,51810,SA3,51810
sa3_current,51820,SA3,51820
sa3_current,51860,SA3,51860
sa3_current,51870,SA3,51870
sa3_current,51910,SA3,51910
sa3_current,51920,SA3,51920
sa3_current,51960,SA3,51960
sa3_current,51970,SA3,51970
sa3_current,52010,SA3,52010
sa3_current,52020,SA3,52020
sa3_current,52030,SA3,52030
sa3_current,52060,SA3,52060
sa3_current,52070,SA3,52070
sa3_current,52080,SA3,52080
sa3_current,52110,SA3,52110
sa3_current,52120,SA3,52120
sa3_current,52130,SA3,52130
sa3_current,52160,SA3,52160
sa3_current,52170,SA3,52170
sa3_current,52180,SA3,52180
sa3_current,52210,SA3,52210
sa3_current,52220,SA3,52220
sa3_current,52230,SA3,52230
sa3_current,52260,SA3,52260
sa3_current,52270,SA3,52270
sa3_current,52280,SA3,52280
sa3_current,52320,SA3,52320
sa3_current,52330,SA3,52330
sa3_current,52370,SA3,52370
sa3_current,52380,SA3,52380
sa3_current,52420,SA3,52420
sa3_current,52430,SA3,52430
sa3_current,52470,SA3,52470
sa3_current,52520,SA3,52520
sa3_current,52530,SA3,52530
sa3_current,52570,SA3,52570
sa3_current,52580,SA3,52580
sa3_current,52620,SA3,52620
sa3_current,52630,SA3,52630
sa3_current,52640,SA3,52640
sa3_current,52670,SA3,52670
sa3_current,52680,SA3,52680
sa3_current,52690,SA3,52690
sa3_current,52720,SA3,52720
sa3_current,52730,SA3,52730
sa3_current,52740,SA3,52740
sa3_current,52770,SA3,52770
sa3_current,52780,SA3,52780
sa3_current,52790,SA3,52790
sa3_current,52820,SA3,52820
sa3_current,52830,SA3,52830
sa3_current,52840,SA3,52840
sa3_current,52870,SA3,52870
sa3_current,52880,SA3,52880
sa3_current,52890,SA3,52890
sa3_current,52930,SA3,52930
sa3_current,52940,SA3,52940
sa3_current,52980,SA3,52980
sa3_current,52990,SA3,52990
sa3_current,53030,SA3,53030
sa3_current,53040,SA3,53040
sa3_current,53080,SA3,53080
sa3_current,53090,SA3,53090
sa3_current,53130,SA3,53130
sa3_current,53140,SA3,53140
sa3_current,53180,SA3,53180
sa3_current,53190,SA3,53190
sa3_current,53230,SA3,53230
sa3_current,53240,SA3,53240
sa3_current,53250,SA3,53250
sa3_current,53280,SA3,53280
sa3_current,53290,SA3,53290
sa3_current,53300,SA3,53300
sa3_current,53330,SA3,53330
sa3_current,53340,SA3,53340
sa3_current,53350,SA3,53350
sa3_current,53380,SA3,53380
sa3_current,53390,SA3,53390
sa3_current,53400,SA3,53400
sa3_current,53430,SA3,53430
sa3_current,53440,SA3,53440
sa3_current,53450,SA3,53450
sa3_current,53480,SA3,53480
sa3_current,53490,SA3,53490
sa3_current,53500,SA3,53500
sa3_current,53540,SA3,53540
sa3_current,53550,SA3,53550
sa3_current,53590,SA3,53590
sa3_current,53600,SA3,53600
sa3_current,53640,SA3,53640
sa3_current,53650,SA3,53650
sa3_current,53690,SA3,53690
sa3_current,53700,SA3,53700
sa3_current,53740,SA3,53740
sa3_current,53750,SA3,53750
sa3_current,53790,SA3,53790
sa3_current,53800,SA3,53800
sa3_current,53840,SA3,53840
sa3_current,53850,SA3,53850
sa3_current,53890,SA3,53890
sa3_current,53900,SA3,53900
sa3_current,53910,SA3,53910
sa3_current,53940,SA3,53940
sa3_current,53950,SA3,53950
sa3_current,53960,SA3,53960
sa3_current,53990,SA3,53990
sa3_current,54010,SA3,54010
sa3_current,54040,SA3,54040
sa3_current,54050,SA3,54050
sa3_current,54060,SA3,54060
sa3_current,54090,SA3,54090
sa3_current,54100,SA3,54100
sa3_current,54110,SA3,54110
sa3_current,54150,SA3,54150
sa3_current,54160,SA3,54160
sa3_current,54200,SA3,54200
sa3_current,54210,SA3,54210
sa3_current,54250,SA3,54250
sa3_current,54300,SA3,54300
sa3_current,50820,SA3,50820
sa3_current,50830,SA3,50830
sa3_current,50870,SA3,50870
sa3_current,50880,SA3,50880
sa3_current,50920,SA3,50920
sa3_current,50930,SA3,50930
sa3_current,50970,SA3,50970
sa3_current,50980,SA3,50980
sa3_current,51020,SA3,51020
sa3_current,51030,SA3,51030
sa3_current,51070,SA3,51070
sa3_current,51080,SA3,51080
sa3_current,51090,SA3,51090
sa3_current,51120,SA3,51120
sa3_current,51130,SA3,51130
sa3_current,51140,SA3,51140
sa3_current,51170,SA3,51170
sa3_current,51180,SA3,51180
sa3_current,51190,SA3,51190
sa3_current,51220,SA3,51220
sa3_current,51230,SA3,51230
sa3_current,51240,SA3,51240
sa3_current,51270,SA3,51270
sa3_current,51280,SA3,51280
sa3_current,51290,SA3,51290
sa3_current,51320,SA3,51320
sa3_current,51330,SA3,51330
sa3_current,51340,SA3,51340
sa3_current,51370,SA3,51370
sa3_current,51380,SA3,51380
sa3_current,51390,SA3,51390
sa3_current,51430,SA3,51430
sa3_current,51440,SA3,51440
sa3_current,51480,SA3,51480
sa3_current,51490,SA3,51490
sa3_current,51530,SA3,51530
sa3_current,51540,SA3,51540
sa3_current,51580,SA3,51580
sa3_current,51590,SA3,51590
sa3_current,51630,SA3,51630
sa3_current,51640,SA3,51640
sa3_current,51680,SA3,51680
sa3_current,51690,SA3,51690
sa3_current,51700,SA3,51700
sa3_current,51730,SA3,51730
sa3_current,51740,SA3,51740
sa3_current,51750,SA3,51750
sa3_current,51780,SA3,51780
sa3_current,51790,SA3,51790
sa3_current,51800,SA3,51800
sa3_current,51830,SA3,51830
sa3_current,51840,SA3,51840
sa3_current,51850,SA3,51850
sa3_current,51880,SA3,51880
sa3_current,51890,SA3,51890
sa3_current,51900,SA3,51900
sa3_current,51930,SA3,51930
sa3_current,51940,SA3,51940
sa3_current,51950,SA3,51950
sa3_current,51980,SA3,51980
sa3_current,51990,SA3,51990
sa3_current,52000,SA3,52000
sa3_current,52040,SA3,52040
sa3_current,52050,SA3,52050
sa3_current,52090,SA3,52090
sa3_current,52100,SA3,52100
sa3_current,52140,SA3,52140
sa3_current,52150,SA3,52150
sa3_current,52190,SA3,52190
sa3_current,52200,SA3,52200
sa3_current,52240,SA3,52240
sa3_current,52250,SA3,52250
sa3_current,52290,SA3,52290
sa3_current,52300,SA3,52300
sa3_current,52310,SA3,52310
sa3_current,52340,SA3,52340
sa3_current,52350,SA3,52350
sa3_current,52360,SA3,52360
sa3_current,52390,SA3,52390
sa3_current,52400,SA3,52400
sa3_current,52410,SA3,52410
sa3_current,52440,SA3,52440
sa3_current,52450,SA3,52450
sa3_current,52460,SA3,52460
sa3_current,52490,SA3,52490
sa3_current,52500,SA3,52500
sa3_current,52510,SA3,52510
sa3_current,52540,SA3,52540
sa3_current,52550,SA3,52550
sa3_current,52560,SA3,52560
sa3_current,52590,SA3,52590
sa3_current,52600,SA3,52600
sa3_current,52610,SA3,52610
sa3_current,52650,SA3,52650
sa3_current,52660,SA3,52660
sa3_current,52700,SA3,52700
sa3_current,52710,SA3,52710
sa3_current,52750,SA3,52750
sa3_current,52760,SA3,52760
sa3_current,52800,SA3,52800
sa3_current,52810,SA3,52810
sa3_current,52850,SA3,52850
sa3_current,52860,SA3,52860
sa3_current,52900,SA3,52900
sa3_current,52910,SA3,52910
sa3_current,52920,SA3,52920
sa3_current,52950,SA3,52950
sa3_current,52960,SA3,52960
sa3_current,52970,SA3,52970
sa3_current,53000,SA3,53000
sa3_current,53010,SA3,53010
sa3_current,53020,SA3,53020
sa3_current,53050,SA3,53050
sa3_current,53060,SA3,53060
sa3_current,53070,SA3,53070
sa3_current,53100,SA3,53100
sa3_current,53110,SA3,53110
sa3_current,53120,SA3,53120
sa3_current,53150,SA3,53150
sa3_current,53160,SA3,53160
sa3_current,53170,SA3,53170
sa3_current,53200,SA3,53200
sa3_current,53210,SA3,53210
sa3_current,53220,SA3,53220
sa3_current,53260,SA3,53260
sa3_current,53270,SA3,53270
sa3_current,53310,SA3,53310
sa3_current,53320,SA3,53320
sa3_current,53360,SA3,53360
sa3_current,53370,SA3,53370
sa3_current,53410,SA3,53410
sa3_current,53420,SA3,53420
sa3_current,53460,SA3,53460
sa3_current,53470,SA3,53470
sa3_current,53510,SA3,53510
sa3_current,53520,SA3,53520
sa3_current,53530,SA3,53530
sa3_current,53570,SA3,53570
sa3_current,53580,SA3,53580
sa3_current,53610,SA3,53610
sa3_current,53620,SA3,53620
sa3_current,53630,SA3,53630
sa3_current,53660,SA3,53660
sa3_current,53670,SA3,53670
sa3_current,53680,SA3,53680
sa3_current,53710,SA3,53710
sa3_current,53720,SA3,53720
sa3_current,53730,SA3,53730
sa3_current,53760,SA3,53760
sa3_current,53770,SA3,53770
sa3_current,53780,SA3,53780
sa3_current,53810,SA3,53810
sa3_current,53820,SA3,53820
sa3_current,53830,SA3,53830
sa3_current,53870,SA3,53870
sa3_current,53880,SA3,53880
sa3_current,53920,SA3,53920
sa3_current,53930,SA3,53930
sa3_current,53970,SA3,53970
sa3_current,53980,SA3,53980
sa3_current,54020,SA3,54020
sa3_current,54070,SA3,54070
sa3_current,54080,SA3,54080
sa3_current,54120,SA3,54120
sa3_current,54130,SA3,54130
sa3_current,54140,SA3,54140
sa3_current,54170,SA3,54170
sa3_current,54180,SA3,54180
sa3_current,54190,SA3,54190
sa3_current,54220,SA3,54220
sa3_current,54310,SA3,54310
sa3_current,54350,SA3,54350
sa3_current,54360,SA3,54360
sa3_current,54400,SA3,54400
sa3_current,54410,SA3,54410
sa3_current,54450,SA3,54450
sa3_current,54460,SA3,54460
sa3_current,54470,SA3,54470
sa3_current,54500,SA3,54500
sa3_current,54510,SA3,54510
sa3_current,54520,SA3,54520
sa3_current,54550,SA3,54550
sa3_current,54560,SA3,54560
sa3_current,54570,SA3,54570
sa3_current,54600,SA3,54600
sa3_current,54610,SA3,54610
sa3_current,54620,SA3,54620
sa3_current,54650,SA3,54650
sa3_current,54660,SA3,54660
sa3_current,54670,SA3,54670
sa3_current,54700,SA3,54700
sa3_current,54710,SA3,54710
sa3_current,54720,SA3,54720
sa3_current,54760,SA3,54760
sa3_current,54770,SA3,54770
sa3_current,54810,SA3,54810
sa3_current,54820,SA3,54820
sa3_current,54860,SA3,54860
sa3_current,54870,SA3,54870
sa3_current,54910,SA3,54910
sa3_current,54920,SA3,54920
sa3_current,54960,SA3,54960
sa3_current,54970,SA3,54970
sa3_current,55010,SA3,55010
sa3_current,55020,SA3,55020
sa3_current,55060,SA3,55060
sa3_current,55070,SA3,55070
sa3_current,55080,SA3,55080
sa3_current,55110,SA3,55110
sa3_current,55120,SA3,55120
sa3_current,55130,SA3,55130
sa3_current,55160,SA3,55160
sa3_current,55170,SA3,55170
sa3_current,55180,SA3,55180
sa3_current,55210,SA3,55210
sa3_current,55220,SA3,55220
sa3_current,55230,SA3,55230
sa3_current,55260,SA3,55260
sa3_current,55270,SA3,55270
sa3_current,55280,SA3,55280
sa3_current,55310,SA3,55310
sa3_current,55320,SA3,55320
sa3_current,55330,SA3,55330
sa3_current,55370,SA3,55370
sa3_current,55380,SA3,55380
sa3_current,55420,SA3,55420
sa3_current,55430,SA3,55430
sa3_current,55470,SA3,55470
sa3_current,55480,SA3,55480
sa3_current,55520,SA3,55520
sa3_current,55530,SA3,55530
sa3_current,55570,SA3,55570
sa3_current,55580,SA3,55580
sa3_current,55620,SA3,55620
sa3_current,55630,SA3,55630
sa3_current,55670,SA3,55670
sa3_current,55680,SA3,55680
sa3_current,55690,SA3,55690
sa3_current,55720,SA3,55720
sa3_current,55730,SA3,55730
sa3_current,55740,SA3,55740
sa3_current,55770,SA3,55770
sa3_current,55780,SA3,55780
sa3_current,55790,SA3,55790
sa3_current,55820,SA3,55820
sa3_current,55830,SA3,55830
sa3_current,55840,SA3,55840
sa3_current,55870,SA3,55870
sa3_current,55880,SA3,55880
sa3_current,55890,SA3,55890
sa3_current,55920,SA3,55920
sa3_current,55930,SA3,55930
sa3_current,55940,SA3,55940
sa3_current,55980,SA3,55980
sa3_current,55990,SA3,55990
sa3_current,56030,SA3,56030
sa3_current,56040,SA3,56040
sa3_current,56080,SA3,56080
sa3_current,56090,SA3,56090
sa3_current,56130,SA3,56130
sa3_current,56140,SA3,56140
sa3_current,56180,SA3,56180
sa3_current,56190,SA3,56190
sa3_current,56280,SA3,56280
sa3_current,56290,SA3,56290
sa3_current,56300,SA3,56300
sa3_current,56330,SA3,56330
sa3_current,56340,SA3,56340
sa3_current,56350,SA3,56350
sa3_current,56390,SA3,56390
sa3_current,56400,SA3,56400
sa3_current,60040,SA3,60040
sa3_current,60050,SA3,60050
sa3_current,60060,SA3,60060
sa3_current,60090,SA3,60090
sa3_current,60100,SA3,60100
sa3_current,60110,SA3,60110
sa3_current,60140,SA3,60140
sa3_current,60150,SA3,60150
sa3_current,60160,SA3,60160
sa3_current,60190,SA3,60190
sa3_current,60200,SA3,60200
sa3_current,60210,SA3,60210
sa3_current,60250,SA3,60250
sa3_current,60260,SA3,60260
sa3_current,60300,SA3,60300
sa3_current,60310,SA3,60310
sa3_current,60350,SA3,60350
sa3_current,60360,SA3,60360
sa3_current,60400,SA3,60400
sa3_current,60410,SA3,60410
sa3_current,60450,SA3,60450
sa3_current,60460,SA3,60460
sa3_current,60500,SA3,60500
sa3_current,60510,SA3,60510
sa3_current,60550,SA3,60550
sa3_current,60560,SA3,60560
sa3_current,60570,SA3,60570
sa3_current,60600,SA3,60600
sa3_current,60610,SA3,60610
sa3_current,60620,SA3,60620
sa3_current,60650,SA3,60650
sa3_current,60660,SA3,60660
sa3_current,60670,SA3,60670
sa3_current,60700,SA3,60700
sa3_current,60710,SA3,60710
sa3_current,60720,SA3,60720
sa3_current,60750,SA3,60750
sa3_current,60760,SA3,60760
sa3_current,60770,SA3,60770
sa3_current,60800,SA3,60800
sa3_current,60810,SA3,60810
sa3_current,60820,SA3,60820
sa3_current,60860,SA3,60860
sa3_current,60870,SA3,60870
sa3_current,60910,SA3,60910
sa3_current,60920,SA3,60920
sa3_current,60960,SA3,60960
sa3_current,60970,SA3,60970
sa3_current,61010,SA3,61010
sa3_current,61020,SA3,61020
sa3_current,61060,SA3,61060
sa3_current,61070,SA3,61070
sa3_current,61110,SA3,61110
sa3_current,61120,SA3,61120
sa3_current,61130,SA3,61130
sa3_current,61160,SA3,61160
sa3_current,61170,SA3,61170
sa3_current,61180,SA3,61180
sa3_current,61210,SA3,61210
sa3_current,61220,SA3,61220
sa3_current,61230,SA3,61230
sa3_current,61260,SA3,61260
sa3_current,61270,SA3,61270
sa3_current,61280,SA3,61280
sa3_current,61310,SA3,61310
sa3_current,61320,SA3,61320
sa3_current,61330,SA3,61330
sa3_current,61360,SA3,61360
sa3_current,61380,SA3,61380
sa3_current,54230,SA3,54230
sa3_current,54240,SA3,54240
sa3_current,54270,SA3,54270
sa3_current,54280,SA3,54280
sa3_current,54290,SA3,54290
sa3_current,54320,SA3,54320
sa3_current,54330,SA3,54330
sa3_current,54340,SA3,54340
sa3_current,54370,SA3,54370
sa3_current,54380,SA3,54380
sa3_current,54390,SA3,54390
sa3_current,54420,SA3,54420
sa3_current,54430,SA3,54430
sa3_current,54440,SA3,54440
sa3_current,54480,SA3,54480
sa3_current,54490,SA3,54490
sa3_current,54530,SA3,54530
sa3_current,54540,SA3,54540
sa3_current,54580,SA3,54580
sa3_current,54590,SA3,54590
sa3_current,54630,SA3,54630
sa3_current,54640,SA3,54640
sa3_current,54680,SA3,54680
sa3_current,54690,SA3,54690
sa3_current,54730,SA3,54730
sa3_current,54740,SA3,54740
sa3_current,54750,SA3,54750
sa3_current,54780,SA3,54780
sa3_current,54790,SA3,54790
sa3_current,54800,SA3,54800
sa3_current,54830,SA3,54830
sa3_current,54840,SA3,54840
sa3_current,54850,SA3,54850
sa3_current,54880,SA3,54880
sa3_current,54890,SA3,54890
sa3_current,54900,SA3,54900
sa3_current,54930,SA3,54930
sa3_current,54940,SA3,54940
sa3_current,54950,SA3,54950
sa3_current,54980,SA3,54980
sa3_current,54990,SA3,54990
sa3_current,55000,SA3,55000
sa3_current,55030,SA3,55030
sa3_current,55040,SA3,55040
sa3_current,55050,SA3,55050
sa3_current,55090,SA3,55090
sa3_current,55100,SA3,55100
sa3_current,55140,SA3,55140
sa3_current,55150,SA3,55150
sa3_current,55190,SA3,55190
sa3_current,55200,SA3,55200
sa3_current,55240,SA3,55240
sa3_current,55290,SA3,55290
sa3_current,55300,SA3,55300
