dim2_type,dim2_code,dimension2_type,dimension2_code
sa2,253700,SA2,253700
sa2,253800,SA2,253800
sa2,253900,SA2,253900
sa2,255700,SA2,255700
sa2,255800,SA2,255800
sa2,255900,SA2,255900
sa2,256000,SA2,256000
sa2,256100,SA2,256100
sa2,256200,SA2,256200
sa2,256301,SA2,256301
sa2,256400,SA2,256400
sa2,256500,SA2,256500
sa2,256600,SA2,256600
sa2,256700,SA2,256700
sa2,256800,SA2,256800
sa2,256900,SA2,256900
sa2,258500,SA2,258500
sa2,258600,SA2,258600
sa2,258800,SA2,258800
sa2,258900,SA2,258900
sa2,259000,SA2,259000
sa2,259100,SA2,259100
sa2,259400,SA2,259400
sa2,259500,SA2,259500
sa2,259600,SA2,259600
sa2,259700,SA2,259700
sa2,301200,SA2,301200
sa2,301500,SA2,301500
sa2,301601,SA2,301601
sa2,301800,SA2,301800
sa2,302000,SA2,302000
sa2,302101,SA2,302101
sa2,302201,SA2,302201
sa2,302300,SA2,302300
sa2,302400,SA2,302400
sa2,302500,SA2,302500
sa2,302701,SA2,302701
sa2,304100,SA2,304100
sa2,304200,SA2,304200
sa2,304300,SA2,304300
sa2,304400,SA2,304400
sa2,304500,SA2,304500
sa2,304600,SA2,304600
sa2,304700,SA2,304700
sa2,304800,SA2,304800
sa2,304900,SA2,304900
sa2,305000,SA2,305000
sa2,305100,SA2,305100
sa2,305200,SA2,305200
sa2,305300,SA2,305300
sa2,305400,SA2,305400
sa2,305500,SA2,305500
sa2,305600,SA2,305600
sa2,307200,SA2,307200
sa2,307400,SA2,307400
sa2,307501,SA2,307501
sa2,307601,SA2,307601
sa2,307700,SA2,307700
sa2,307801,SA2,307801
sa2,307900,SA2,307900
sa2,308000,SA2,308000
sa2,308100,SA2,308100
sa2,308200,SA2,308200
sa2,308300,SA2,308300
sa2,308400,SA2,308400
sa2,308500,SA2,308500
sa2,308600,SA2,308600
sa2,310200,SA2,310200
sa2,310300,SA2,310300
sa2,310400,SA2,310400
sa2,310500,SA2,310500
sa2,310600,SA2,310600
sa2,310700,SA2,310700
sa2,310801,SA2,310801
sa2,310901,SA2,310901
sa2,311000,SA2,311000
sa2,311101,SA2,311101
sa2,311200,SA2,311200
sa2,311300,SA2,311300
sa2,311401,SA2,311401
sa2,311501,SA2,311501
sa2,311701,SA2,311701
sa2,312001,SA2,312001
sa2,313300,SA2,313300
sa2,313400,SA2,313400
sa2,313500,SA2,313500
sa2,313600,SA2,313600
sa2,313700,SA2,313700
sa2,313801,SA2,313801
sa2,313900,SA2,313900
sa2,314000,SA2,314000
sa2,314100,SA2,314100
sa2,314200,SA2,314200
sa2,314301,SA2,314301
sa2,314400,SA2,314400
sa2,314501,SA2,314501
sa2,314600,SA2,314600
sa2,314701,SA2,314701
sa2,314702,SA2,314702
sa2,314703,SA2,314703
sa2,314801,SA2,314801
sa2,314802,SA2,314802
sa2,315001,SA2,315001
sa2,316300,SA2,316300
sa2,316500,SA2,316500
sa2,316600,SA2,316600
sa2,316700,SA2,316700
sa2,316800,SA2,316800
sa2,316900,SA2,316900
sa2,317000,SA2,317000
sa2,317100,SA2,317100
sa2,317201,SA2,317201
sa2,317301,SA2,317301
sa2,317400,SA2,317400
sa2,317501,SA2,317501
sa2,317600,SA2,317600
sa2,317701,SA2,317701
sa2,318402,SA2,318402
sa2,319300,SA2,319300
sa2,319400,SA2,319400
sa2,319500,SA2,319500
sa2,319600,SA2,319600
sa2,319700,SA2,319700
sa2,319800,SA2,319800
sa2,319900,SA2,319900
sa2,320000,SA2,320000
sa2,320100,SA2,320100
sa2,320200,SA2,320200
sa2,320300,SA2,320300
sa2,320400,SA2,320400
sa2,320501,SA2,320501
sa2,320600,SA2,320600
sa2,320700,SA2,320700
sa2,320800,SA2,320800
sa2,321101,SA2,321101
sa2,321102,SA2,321102
sa2,321302,SA2,321302
sa2,322400,SA2,322400
sa2,322500,SA2,322500
sa2,322600,SA2,322600
sa2,322700,SA2,322700
sa2,322800,SA2,322800
sa2,322900,SA2,322900
sa2,323000,SA2,323000
sa2,323100,SA2,323100
sa2,323200,SA2,323200
sa2,323300,SA2,323300
sa2,323400,SA2,323400
sa2,323500,SA2,323500
sa2,323600,SA2,323600
sa2,323700,SA2,323700
sa2,323800,SA2,323800
sa2,324001,SA2,324001
sa2,324502,SA2,324502
sa2,325400,SA2,325400
sa2,325500,SA2,325500
sa2,325700,SA2,325700
sa2,325800,SA2,325800
sa2,325900,SA2,325900
sa2,326000,SA2,326000
sa2,326100,SA2,326100
sa2,326200,SA2,326200
sa2,326301,SA2,326301
sa2,326400,SA2,326400
sa2,326500,SA2,326500
sa2,326600,SA2,326600
sa2,326701,SA2,326701
sa2,326800,SA2,326800
sa2,328500,SA2,328500
sa2,328600,SA2,328600
sa2,328700,SA2,328700
sa2,328800,SA2,328800
sa2,328900,SA2,328900
sa2,329001,SA2,329001
sa2,329100,SA2,329100
sa2,329200,SA2,329200
sa2,329300,SA2,329300
sa2,329400,SA2,329400
sa2,329500,SA2,329500
sa2,329600,SA2,329600
sa2,329700,SA2,329700
sa2,329800,SA2,329800
sa2,329900,SA2,329900
sa2,331500,SA2,331500
sa2,331600,SA2,331600
sa2,331700,SA2,331700
sa2,331900,SA2,331900
sa2,332000,SA2,332000
sa2,332100,SA2,332100
sa2,332200,SA2,332200
sa2,332301,SA2,332301
sa2,332400,SA2,332400
sa2,332501,SA2,332501
sa2,332601,SA2,332601
sa2,332700,SA2,332700
sa2,332801,SA2,332801
sa2,332901,SA2,332901
sa2,333201,SA2,333201
sa2,334700,SA2,334700
sa2,334901,SA2,334901
sa2,252002,SA2,252002
sa2,252100,SA2,252100
sa2,252200,SA2,252200
sa2,252300,SA2,252300
sa2,252501,SA2,252501
sa2,252502,SA2,252502
sa2,253102,SA2,253102
sa2,254000,SA2,254000
sa2,254100,SA2,254100
sa2,254200,SA2,254200
sa2,254300,SA2,254300
sa2,254401,SA2,254401
sa2,254500,SA2,254500
sa2,254600,SA2,254600
sa2,254700,SA2,254700
sa2,254800,SA2,254800
sa2,254900,SA2,254900
sa2,255000,SA2,255000
sa2,255100,SA2,255100
sa2,255200,SA2,255200
sa2,255300,SA2,255300
sa2,255401,SA2,255401
sa2,255501,SA2,255501
sa2,255601,SA2,255601
sa2,257000,SA2,257000
sa2,257100,SA2,257100
sa2,257200,SA2,257200
sa2,257300,SA2,257300
sa2,257400,SA2,257400
sa2,257500,SA2,257500
sa2,257700,SA2,257700
sa2,257801,SA2,257801
sa2,257901,SA2,257901
sa2,258200,SA2,258200
sa2,258400,SA2,258400
sa2,300301,SA2,300301
sa2,300401,SA2,300401
sa2,300500,SA2,300500
sa2,300601,SA2,300601
sa2,300700,SA2,300700
sa2,300801,SA2,300801
sa2,300900,SA2,300900
sa2,301000,SA2,301000
sa2,301101,SA2,301101
sa2,301301,SA2,301301
sa2,301401,SA2,301401
sa2,301602,SA2,301602
sa2,301703,SA2,301703
sa2,301704,SA2,301704
sa2,302600,SA2,302600
sa2,302800,SA2,302800
sa2,302900,SA2,302900
sa2,303001,SA2,303001
sa2,303100,SA2,303100
sa2,303200,SA2,303200
sa2,303300,SA2,303300
sa2,303400,SA2,303400
sa2,303500,SA2,303500
sa2,303600,SA2,303600
sa2,303701,SA2,303701
sa2,303800,SA2,303800
sa2,303901,SA2,303901
sa2,304000,SA2,304000
sa2,305700,SA2,305700
sa2,305800,SA2,305800
sa2,305900,SA2,305900
sa2,306000,SA2,306000
sa2,306100,SA2,306100
sa2,306200,SA2,306200
sa2,306301,SA2,306301
sa2,306401,SA2,306401
sa2,306501,SA2,306501
sa2,306600,SA2,306600
sa2,306701,SA2,306701
sa2,306801,SA2,306801
sa2,306900,SA2,306900
sa2,307000,SA2,307000
sa2,307100,SA2,307100
sa2,307301,SA2,307301
sa2,307802,SA2,307802
sa2,308800,SA2,308800
sa2,308900,SA2,308900
sa2,309000,SA2,309000
sa2,309101,SA2,309101
sa2,309201,SA2,309201
sa2,309300,SA2,309300
sa2,309400,SA2,309400
sa2,309500,SA2,309500
sa2,309600,SA2,309600
sa2,309700,SA2,309700
sa2,309800,SA2,309800
sa2,309900,SA2,309900
sa2,310000,SA2,310000
sa2,310101,SA2,310101
sa2,311800,SA2,311800
sa2,311900,SA2,311900
sa2,312100,SA2,312100
sa2,312200,SA2,312200
sa2,312300,SA2,312300
sa2,312400,SA2,312400
sa2,312500,SA2,312500
sa2,312600,SA2,312600
sa2,312700,SA2,312700
sa2,312801,SA2,312801
sa2,312901,SA2,312901
sa2,313000,SA2,313000
sa2,313100,SA2,313100
sa2,313200,SA2,313200
sa2,314900,SA2,314900
sa2,315100,SA2,315100
sa2,315200,SA2,315200
sa2,315301,SA2,315301
sa2,315400,SA2,315400
sa2,315500,SA2,315500
sa2,315601,SA2,315601
sa2,315700,SA2,315700
sa2,315800,SA2,315800
sa2,315901,SA2,315901
sa2,316000,SA2,316000
sa2,316100,SA2,316100
sa2,316200,SA2,316200
sa2,316401,SA2,316401
sa2,317800,SA2,317800
sa2,317900,SA2,317900
sa2,318000,SA2,318000
sa2,318100,SA2,318100
sa2,318200,SA2,318200
sa2,318300,SA2,318300
sa2,318401,SA2,318401
sa2,318501,SA2,318501
sa2,318600,SA2,318600
sa2,318700,SA2,318700
sa2,318800,SA2,318800
sa2,318901,SA2,318901
sa2,319000,SA2,319000
sa2,319101,SA2,319101
sa2,319200,SA2,319200
sa2,320900,SA2,320900
sa2,321000,SA2,321000
sa2,321200,SA2,321200
sa2,321301,SA2,321301
sa2,321400,SA2,321400
sa2,321500,SA2,321500
sa2,321600,SA2,321600
sa2,321701,SA2,321701
sa2,321800,SA2,321800
sa2,321901,SA2,321901
sa2,322000,SA2,322000
sa2,322100,SA2,322100
sa2,322200,SA2,322200
sa2,322300,SA2,322300
sa2,323900,SA2,323900
sa2,324100,SA2,324100
sa2,324200,SA2,324200
sa2,324300,SA2,324300
sa2,324400,SA2,324400
sa2,324501,SA2,324501
sa2,324600,SA2,324600
sa2,324700,SA2,324700
sa2,324800,SA2,324800
sa2,324900,SA2,324900
sa2,325000,SA2,325000
sa2,325100,SA2,325100
sa2,325200,SA2,325200
sa2,325301,SA2,325301
sa2,325302,SA2,325302
sa2,325601,SA2,325601
sa2,326900,SA2,326900
sa2,327000,SA2,327000
sa2,327100,SA2,327100
sa2,327200,SA2,327200
sa2,327301,SA2,327301
sa2,327400,SA2,327400
sa2,327500,SA2,327500
sa2,327600,SA2,327600
sa2,327700,SA2,327700
sa2,327800,SA2,327800
sa2,327901,SA2,327901
sa2,327902,SA2,327902
sa2,328001,SA2,328001
sa2,328100,SA2,328100
sa2,328200,SA2,328200
sa2,328300,SA2,328300
sa2,328400,SA2,328400
sa2,329002,SA2,329002
sa2,330000,SA2,330000
sa2,330100,SA2,330100
sa2,330200,SA2,330200
sa2,330300,SA2,330300
sa2,330400,SA2,330400
sa2,330500,SA2,330500
sa2,330600,SA2,330600
sa2,330700,SA2,330700
sa2,330800,SA2,330800
sa2,330900,SA2,330900
sa2,331000,SA2,331000
sa2,331100,SA2,331100
sa2,331200,SA2,331200
sa2,331300,SA2,331300
sa2,331400,SA2,331400
sa2,331801,SA2,331801
sa2,333100,SA2,333100
sa2,333300,SA2,333300
sa2,333400,SA2,333400
sa2,333500,SA2,333500
sa2,333600,SA2,333600
sa2,333700,SA2,333700
sa2,333800,SA2,333800
sa2,333901,SA2,333901
sa2,334001,SA2,334001
sa2,334100,SA2,334100
sa2,334200,SA2,334200
sa2,334300,SA2,334300
sa2,334400,SA2,334400
sa2,334501,SA2,334501
sa2,334601,SA2,334601
sa2,334801,SA2,334801
sa2,335202,SA2,335202
sa2,336200,SA2,336200
sa2,336400,SA2,336400
sa2,336600,SA2,336600
sa2,336701,SA2,336701
sa2,336800,SA2,336800
sa2,336901,SA2,336901
sa2,337000,SA2,337000
sa2,337100,SA2,337100
sa2,337200,SA2,337200
sa2,337301,SA2,337301
sa2,337400,SA2,337400
sa2,337500,SA2,337500
sa2,339100,SA2,339100
sa2,339200,SA2,339200
sa2,339300,SA2,339300
sa2,339400,SA2,339400
sa2,339500,SA2,339500
sa2,339600,SA2,339600
sa2,339700,SA2,339700
sa2,339800,SA2,339800
sa2,339900,SA2,339900
sa2,340000,SA2,340000
sa2,340100,SA2,340100
sa2,340200,SA2,340200
sa2,340300,SA2,340300
sa2,340400,SA2,340400
sa2,340500,SA2,340500
sa2,340601,SA2,340601
sa2,340801,SA2,340801
sa2,342100,SA2,342100
sa2,342200,SA2,342200
sa2,342300,SA2,342300
sa2,342400,SA2,342400
sa2,342500,SA2,342500
sa2,342600,SA2,342600
sa2,342700,SA2,342700
sa2,342800,SA2,342800
sa2,343000,SA2,343000
sa2,343100,SA2,343100
sa2,343300,SA2,343300
sa2,343400,SA2,343400
sa2,343501,SA2,343501
sa2,343600,SA2,343600
sa2,343801,SA2,343801
sa2,345200,SA2,345200
sa2,345300,SA2,345300
sa2,345400,SA2,345400
sa2,345500,SA2,345500
sa2,345600,SA2,345600
sa2,345700,SA2,345700
sa2,345800,SA2,345800
sa2,345900,SA2,345900
sa2,346000,SA2,346000
sa2,346201,SA2,346201
sa2,346400,SA2,346400
sa2,346600,SA2,346600
sa2,346701,SA2,346701
sa2,346702,SA2,346702
sa2,346901,SA2,346901
sa2,348200,SA2,348200
sa2,348300,SA2,348300
sa2,348400,SA2,348400
sa2,348500,SA2,348500
sa2,348600,SA2,348600
sa2,348700,SA2,348700
sa2,348801,SA2,348801
sa2,348901,SA2,348901
sa2,349000,SA2,349000
sa2,349100,SA2,349100
sa2,349200,SA2,349200
sa2,349300,SA2,349300
sa2,349401,SA2,349401
sa2,349601,SA2,349601
sa2,349801,SA2,349801
sa2,351300,SA2,351300
sa2,351400,SA2,351400
sa2,351500,SA2,351500
sa2,351600,SA2,351600
sa2,351700,SA2,351700
sa2,351801,SA2,351801
sa2,351901,SA2,351901
sa2,352000,SA2,352000
sa2,352100,SA2,352100
sa2,352200,SA2,352200
sa2,352300,SA2,352300
sa2,352400,SA2,352400
sa2,352500,SA2,352500
sa2,352600,SA2,352600
sa2,352701,SA2,352701
sa2,354300,SA2,354300
sa2,354400,SA2,354400
sa2,354500,SA2,354500
sa2,354600,SA2,354600
sa2,354701,SA2,354701
sa2,354800,SA2,354800
sa2,354901,SA2,354901
sa2,355000,SA2,355000
sa2,355100,SA2,355100
sa2,355200,SA2,355200
sa2,355300,SA2,355300
sa2,355400,SA2,355400
sa2,355500,SA2,355500
sa2,355600,SA2,355600
sa2,355700,SA2,355700
sa2,357300,SA2,357300
sa2,357700,SA2,357700
sa2,357900,SA2,357900
sa2,358000,SA2,358000
sa2,358100,SA2,358100
sa2,358200,SA2,358200
sa2,358300,SA2,358300
sa2,358400,SA2,358400
sa2,358500,SA2,358500
sa2,358600,SA2,358600
sa2,358700,SA2,358700
sa2,358801,SA2,358801
sa2,360400,SA2,360400
sa2,360500,SA2,360500
sa2,360801,SA2,360801
sa2,360900,SA2,360900
sa2,361000,SA2,361000
sa2,361100,SA2,361100
sa2,361201,SA2,361201
sa2,361300,SA2,361300
sa2,361501,SA2,361501
sa2,361502,SA2,361502
sa2,361601,SA2,361601
sa2,361701,SA2,361701
sa2,361800,SA2,361800
sa2,362001,SA2,362001
sa2,362201,SA2,362201
sa2,362402,SA2,362402
sa2,363400,SA2,363400
sa2,363600,SA2,363600
sa2,363700,SA2,363700
sa2,363800,SA2,363800
sa2_current,100100,SA2,100100
sa2_current,100200,SA2,100200
sa2_current,100301,SA2,100301
sa2_current,101900,SA2,101900
sa2_current,102000,SA2,102000
sa2_current,102100,SA2,102100
sa2_current,102300,SA2,102300
sa2_current,102401,SA2,102401
sa2_current,102501,SA2,102501
sa2_current,102600,SA2,102600
sa2_current,102700,SA2,102700
sa2_current,102801,SA2,102801
sa2_current,102900,SA2,102900
sa2_current,103000,SA2,103000
sa2_current,103101,SA2,103101
sa2_current,103200,SA2,103200
sa2_current,103301,SA2,103301
sa2_current,103401,SA2,103401
sa2_current,103501,SA2,103501
sa2_current,105200,SA2,105200
sa2_current,105300,SA2,105300
sa2_current,105400,SA2,105400
sa2_current,105500,SA2,105500
sa2_current,105601,SA2,105601
sa2_current,105700,SA2,105700
sa2_current,105800,SA2,105800
sa2_current,105901,SA2,105901
sa2_current,106000,SA2,106000
sa2_current,106100,SA2,106100
sa2_current,106201,SA2,106201
sa2_current,106301,SA2,106301
sa2_current,106401,SA2,106401
sa2_current,106501,SA2,106501
sa2_current,106902,SA2,106902
sa2_current,108000,SA2,108000
sa2_current,108100,SA2,108100
sa2_current,108200,SA2,108200
sa2_current,108300,SA2,108300
sa2_current,108400,SA2,108400
sa2_current,108500,SA2,108500
sa2_current,108601,SA2,108601
sa2_current,108701,SA2,108701
sa2_current,108800,SA2,108800
sa2_current,108900,SA2,108900
sa2_current,109101,SA2,109101
sa2,335001,SA2,335001
sa2,335101,SA2,335101
sa2,335201,SA2,335201
sa2,335301,SA2,335301
sa2,335302,SA2,335302
sa2,335400,SA2,335400
sa2,335501,SA2,335501
sa2,335502,SA2,335502
sa2,335600,SA2,335600
sa2,335701,SA2,335701
sa2,335702,SA2,335702
sa2,335800,SA2,335800
sa2,335901,SA2,335901
sa2,336001,SA2,336001
sa2,336002,SA2,336002
sa2,336101,SA2,336101
sa2,336102,SA2,336102
sa2,336301,SA2,336301
sa2,337600,SA2,337600
sa2,337700,SA2,337700
sa2,337800,SA2,337800
sa2,337900,SA2,337900
sa2,338000,SA2,338000
sa2,338100,SA2,338100
sa2,338200,SA2,338200
sa2,338300,SA2,338300
sa2,338401,SA2,338401
sa2,338501,SA2,338501
sa2,338600,SA2,338600
sa2,338700,SA2,338700
sa2,338800,SA2,338800
sa2,338901,SA2,338901
sa2,339002,SA2,339002
sa2,340700,SA2,340700
sa2,341000,SA2,341000
sa2,341101,SA2,341101
sa2,341201,SA2,341201
sa2,341300,SA2,341300
sa2,341400,SA2,341400
sa2,341501,SA2,341501
sa2,341801,SA2,341801
sa2,341900,SA2,341900
sa2,342000,SA2,342000
sa2,343700,SA2,343700
sa2,343900,SA2,343900
sa2,344000,SA2,344000
sa2,344100,SA2,344100
sa2,344200,SA2,344200
sa2,344300,SA2,344300
sa2,344400,SA2,344400
sa2,344500,SA2,344500
sa2,344600,SA2,344600
sa2,344700,SA2,344700
sa2,344800,SA2,344800
sa2,344900,SA2,344900
sa2,345000,SA2,345000
sa2,345100,SA2,345100
sa2,346800,SA2,346800
sa2,347000,SA2,347000
sa2,347101,SA2,347101
sa2,347201,SA2,347201
sa2,347300,SA2,347300
sa2,347401,SA2,347401
sa2,347501,SA2,347501
sa2,347600,SA2,347600
sa2,347700,SA2,347700
sa2,347801,SA2,347801
sa2,347901,SA2,347901
sa2,348000,SA2,348000
sa2,348100,SA2,348100
sa2,349700,SA2,349700
sa2,349900,SA2,349900
sa2,350000,SA2,350000
sa2,350100,SA2,350100
sa2,350201,SA2,350201
sa2,350300,SA2,350300
sa2,350401,SA2,350401
sa2,350500,SA2,350500
sa2,350600,SA2,350600
sa2,350700,SA2,350700
sa2,350801,SA2,350801
sa2,350900,SA2,350900
sa2,351000,SA2,351000
sa2,351100,SA2,351100
sa2,351200,SA2,351200
sa2,352800,SA2,352800
sa2,352900,SA2,352900
sa2,353000,SA2,353000
sa2,353100,SA2,353100
sa2,353200,SA2,353200
sa2,353300,SA2,353300
sa2,353400,SA2,353400
sa2,353500,SA2,353500
sa2,353600,SA2,353600
sa2,353701,SA2,353701
sa2,353800,SA2,353800
sa2,353900,SA2,353900
sa2,354000,SA2,354000
sa2,354100,SA2,354100
sa2,354200,SA2,354200
sa2,355800,SA2,355800
sa2,355900,SA2,355900
sa2,356000,SA2,356000
sa2,356100,SA2,356100
sa2,356200,SA2,356200
sa2,356300,SA2,356300
sa2,356400,SA2,356400
sa2,356500,SA2,356500
sa2,356600,SA2,356600
sa2,356700,SA2,356700
sa2,356800,SA2,356800
sa2,357000,SA2,357000
sa2,357100,SA2,357100
sa2,357200,SA2,357200
sa2,357501,SA2,357501
sa2,357601,SA2,357601
sa2,358900,SA2,358900
sa2,359000,SA2,359000
sa2,359100,SA2,359100
sa2,359300,SA2,359300
sa2,359400,SA2,359400
sa2,359500,SA2,359500
sa2,359600,SA2,359600
sa2,359700,SA2,359700
sa2,359800,SA2,359800
sa2,359900,SA2,359900
sa2,360000,SA2,360000
sa2,360100,SA2,360100
sa2,360200,SA2,360200
sa2,360300,SA2,360300
sa2,360601,SA2,360601
sa2,360701,SA2,360701
sa2,361900,SA2,361900
sa2,362100,SA2,362100
sa2,362301,SA2,362301
sa2,362401,SA2,362401
sa2,362501,SA2,362501
sa2,362601,SA2,362601
sa2,362901,SA2,362901
sa2,363001,SA2,363001
sa2,363100,SA2,363100
sa2,363301,SA2,363301
sa2_current,100400,SA2,100400
sa2_current,100500,SA2,100500
sa2_current,100600,SA2,100600
sa2_current,100700,SA2,100700
sa2_current,100800,SA2,100800
sa2_current,100900,SA2,100900
sa2_current,101000,SA2,101000
sa2_current,101101,SA2,101101
sa2_current,101200,SA2,101200
sa2_current,101300,SA2,101300
sa2_current,101400,SA2,101400
sa2_current,101500,SA2,101500
sa2_current,101600,SA2,101600
sa2_current,101700,SA2,101700
sa2_current,101801,SA2,101801
sa2_current,102201,SA2,102201
sa2_current,103600,SA2,103600
sa2_current,103700,SA2,103700
sa2_current,103800,SA2,103800
sa2_current,103900,SA2,103900
sa2_current,104000,SA2,104000
sa2_current,104101,SA2,104101
sa2_current,104200,SA2,104200
sa2_current,104301,SA2,104301
sa2_current,104400,SA2,104400
sa2_current,104501,SA2,104501
sa2_current,104600,SA2,104600
sa2_current,104700,SA2,104700
sa2_current,104800,SA2,104800
sa2_current,104900,SA2,104900
sa2_current,105001,SA2,105001
sa2_current,105101,SA2,105101
sa2_current,106600,SA2,106600
sa2_current,106700,SA2,106700
sa2_current,106800,SA2,106800
sa2_current,106901,SA2,106901
sa2_current,107000,SA2,107000
sa2_current,107100,SA2,107100
sa2_current,107200,SA2,107200
sa2_current,107300,SA2,107300
sa2_current,107401,SA2,107401
sa2_current,107501,SA2,107501
sa2_current,107600,SA2,107600
sa2_current,107700,SA2,107700
sa2_current,107800,SA2,107800
sa2_current,107901,SA2,107901
sa2_current,109003,SA2,109003
sa2_current,109004,SA2,109004
sa2_current,109500,SA2,109500
sa2_current,109600,SA2,109600
sa2_current,109700,SA2,109700
sa2_current,109200,SA2,109200
sa2_current,109301,SA2,109301
sa2_current,109400,SA2,109400
sa2_current,111100,SA2,111100
sa2_current,111200,SA2,111200
sa2_current,111300,SA2,111300
sa2_current,111400,SA2,111400
sa2_current,111500,SA2,111500
sa2_current,111601,SA2,111601
sa2_current,111700,SA2,111700
sa2_current,111801,SA2,111801
sa2_current,111901,SA2,111901
sa2_current,112001,SA2,112001
sa2_current,112101,SA2,112101
sa2_current,112102,SA2,112102
sa2_current,112200,SA2,112200
sa2_current,112301,SA2,112301
sa2_current,112401,SA2,112401
sa2_current,112500,SA2,112500
sa2_current,112701,SA2,112701
sa2_current,112702,SA2,112702
sa2_current,112902,SA2,112902
sa2_current,114300,SA2,114300
sa2_current,114400,SA2,114400
sa2_current,114500,SA2,114500
sa2_current,114600,SA2,114600
sa2_current,114701,SA2,114701
sa2_current,114801,SA2,114801
sa2_current,114901,SA2,114901
sa2_current,114902,SA2,114902
sa2_current,115001,SA2,115001
sa2_current,115002,SA2,115002
sa2_current,115100,SA2,115100
sa2_current,115200,SA2,115200
sa2_current,115300,SA2,115300
sa2_current,115400,SA2,115400
sa2_current,115501,SA2,115501
sa2_current,115601,SA2,115601
sa2_current,115901,SA2,115901
sa2_current,117100,SA2,117100
sa2_current,117300,SA2,117300
sa2_current,117400,SA2,117400
sa2_current,117500,SA2,117500
sa2_current,117600,SA2,117600
sa2_current,117700,SA2,117700
sa2_current,117800,SA2,117800
sa2_current,117900,SA2,117900
sa2_current,118001,SA2,118001
sa2_current,118100,SA2,118100
sa2_current,118200,SA2,118200
sa2_current,118300,SA2,118300
sa2_current,118400,SA2,118400
sa2_current,118501,SA2,118501
sa2_current,118502,SA2,118502
sa2_current,120400,SA2,120400
sa2_current,120500,SA2,120500
sa2_current,120600,SA2,120600
sa2_current,120701,SA2,120701
sa2_current,120800,SA2,120800
sa2_current,120900,SA2,120900
sa2_current,121001,SA2,121001
sa2_current,121100,SA2,121100
sa2_current,121200,SA2,121200
sa2_current,121300,SA2,121300
sa2_current,121401,SA2,121401
sa2_current,121500,SA2,121500
sa2_current,121600,SA2,121600
sa2_current,121701,SA2,121701
sa2_current,121901,SA2,121901
sa2_current,123200,SA2,123200
sa2_current,123300,SA2,123300
sa2_current,123400,SA2,123400
sa2_current,123500,SA2,123500
sa2_current,123600,SA2,123600
sa2_current,123701,SA2,123701
sa2_current,123800,SA2,123800
sa2_current,123900,SA2,123900
sa2_current,124000,SA2,124000
sa2_current,124100,SA2,124100
sa2_current,124200,SA2,124200
sa2_current,124301,SA2,124301
sa2_current,124401,SA2,124401
sa2_current,124500,SA2,124500
sa2_current,124600,SA2,124600
sa2_current,125202,SA2,125202
sa2_current,126200,SA2,126200
sa2_current,126300,SA2,126300
sa2_current,126500,SA2,126500
sa2_current,126601,SA2,126601
sa2_current,126701,SA2,126701
sa2_current,126801,SA2,126801
sa2_current,126901,SA2,126901
sa2_current,127001,SA2,127001
sa2_current,127002,SA2,127002
sa2_current,127100,SA2,127100
sa2_current,127200,SA2,127200
sa2_current,127300,SA2,127300
sa2_current,127400,SA2,127400
sa2_current,127500,SA2,127500
sa2_current,127601,SA2,127601
sa2_current,127701,SA2,127701
sa2_current,127801,SA2,127801
sa2_current,129300,SA2,129300
sa2_current,129400,SA2,129400
sa2_current,129600,SA2,129600
sa2_current,129700,SA2,129700
sa2_current,129800,SA2,129800
sa2_current,129901,SA2,129901
sa2_current,130000,SA2,130000
sa2_current,130100,SA2,130100
sa2_current,130200,SA2,130200
sa2_current,130300,SA2,130300
sa2_current,130400,SA2,130400
sa2_current,130500,SA2,130500
sa2_current,130601,SA2,130601
sa2_current,130700,SA2,130700
sa2_current,130801,SA2,130801
sa2_current,130901,SA2,130901
sa2_current,130902,SA2,130902
sa2_current,132300,SA2,132300
sa2_current,132400,SA2,132400
sa2_current,132600,SA2,132600
sa2_current,132700,SA2,132700
sa2_current,132800,SA2,132800
sa2_current,132900,SA2,132900
sa2_current,133000,SA2,133000
sa2_current,133100,SA2,133100
sa2_current,133200,SA2,133200
sa2_current,133301,SA2,133301
sa2_current,133400,SA2,133400
sa2_current,133500,SA2,133500
sa2_current,133600,SA2,133600
sa2_current,133700,SA2,133700
sa2_current,134302,SA2,134302
sa2_current,135500,SA2,135500
sa2_current,135600,SA2,135600
sa2_current,135700,SA2,135700
sa2_current,135800,SA2,135800
sa2_current,135900,SA2,135900
sa2_current,136001,SA2,136001
sa2_current,136100,SA2,136100
sa2_current,136200,SA2,136200
sa2_current,136300,SA2,136300
sa2_current,136400,SA2,136400
sa2_current,136501,SA2,136501
sa2_current,136502,SA2,136502
sa2_current,136601,SA2,136601
sa2_current,136700,SA2,136700
sa2_current,136801,SA2,136801
sa2_current,137201,SA2,137201
sa2_current,137202,SA2,137202
sa2_current,138400,SA2,138400
sa2_current,138600,SA2,138600
sa2_current,138700,SA2,138700
sa2_current,138800,SA2,138800
sa2_current,138901,SA2,138901
sa2_current,139000,SA2,139000
sa2_current,139100,SA2,139100
sa2_current,139201,SA2,139201
sa2_current,139300,SA2,139300
sa2_current,139400,SA2,139400
sa2_current,139501,SA2,139501
sa2_current,139601,SA2,139601
sa2_current,139700,SA2,139700
sa2_current,139801,SA2,139801
sa2_current,139802,SA2,139802
sa2_current,141400,SA2,141400
sa2_current,141500,SA2,141500
